Training with a single process on 1 GPUs.
Model ViTAE_basic_Small created, param count: 24032136
Model ViTAE_basic_Small created, trainable param count: 24009096
Data processing configuration for current model + dataset:
	input_size: (3, 224, 224)
Train: 18 [1950/10009 ( 19%)]  Loss:  3.583494 (4.0692)  Time: 0.687s,  186.19/s  (1.132s,  113.04/s)  LR: 2.479e-04  Data: 0.021 (0.463)
Train: 18 [2000/10009 ( 20%)]  Loss:  4.196583 (4.0696)  Time: 0.682s,  187.73/s  (1.129s,  113.41/s)  LR: 2.479e-04  Data: 0.020 (0.459)
Train: 18 [2050/10009 ( 20%)]  Loss:  4.161031 (4.0698)  Time: 3.239s,   39.52/s  (1.126s,  113.64/s)  LR: 2.479e-04  Data: 2.572 (0.457)
Train: 18 [2100/10009 ( 21%)]  Loss:  4.954673 (4.0672)  Time: 0.686s,  186.68/s  (1.124s,  113.86/s)  LR: 2.479e-04  Data: 0.017 (0.455)
Train: 18 [2150/10009 ( 21%)]  Loss:  4.078639 (4.0675)  Time: 0.673s,  190.13/s  (1.122s,  114.09/s)  LR: 2.479e-04  Data: 0.018 (0.453)
Train: 18 [2200/10009 ( 22%)]  Loss:  4.217808 (4.0659)  Time: 0.680s,  188.26/s  (1.123s,  113.95/s)  LR: 2.479e-04  Data: 0.018 (0.454)
Train: 18 [2250/10009 ( 22%)]  Loss:  4.323514 (4.0688)  Time: 4.137s,   30.94/s  (1.125s,  113.81/s)  LR: 2.479e-04  Data: 3.471 (0.456)
Train: 18 [2300/10009 ( 23%)]  Loss:  3.596959 (4.0681)  Time: 0.743s,  172.19/s  (1.124s,  113.88/s)  LR: 2.479e-04  Data: 0.019 (0.455)
Train: 18 [2350/10009 ( 23%)]  Loss:  3.970622 (4.0686)  Time: 0.681s,  187.99/s  (1.123s,  113.96/s)  LR: 2.479e-04  Data: 0.018 (0.454)
Train: 18 [2400/10009 ( 24%)]  Loss:  3.305825 (4.0672)  Time: 0.676s,  189.42/s  (1.123s,  114.00/s)  LR: 2.479e-04  Data: 0.018 (0.454)
Train: 18 [2450/10009 ( 24%)]  Loss:  4.900038 (4.0681)  Time: 3.805s,   33.64/s  (1.125s,  113.83/s)  LR: 2.479e-04  Data: 3.128 (0.455)
Train: 18 [2500/10009 ( 25%)]  Loss:  4.861022 (4.0691)  Time: 0.737s,  173.57/s  (1.124s,  113.92/s)  LR: 2.479e-04  Data: 0.017 (0.454)
Train: 18 [2550/10009 ( 25%)]  Loss:  4.177467 (4.0686)  Time: 0.681s,  188.09/s  (1.122s,  114.09/s)  LR: 2.479e-04  Data: 0.019 (0.453)
Train: 18 [2600/10009 ( 26%)]  Loss:  4.786625 (4.0681)  Time: 0.680s,  188.35/s  (1.120s,  114.29/s)  LR: 2.479e-04  Data: 0.018 (0.451)
Train: 18 [2650/10009 ( 26%)]  Loss:  3.549567 (4.0684)  Time: 3.581s,   35.74/s  (1.119s,  114.41/s)  LR: 2.479e-04  Data: 2.686 (0.449)
Train: 18 [2700/10009 ( 27%)]  Loss:  3.777456 (4.0701)  Time: 0.751s,  170.53/s  (1.118s,  114.52/s)  LR: 2.479e-04  Data: 0.019 (0.448)
Train: 18 [2750/10009 ( 27%)]  Loss:  4.473646 (4.0731)  Time: 0.742s,  172.54/s  (1.118s,  114.53/s)  LR: 2.479e-04  Data: 0.017 (0.448)
Train: 18 [2800/10009 ( 28%)]  Loss:  4.456503 (4.0744)  Time: 0.681s,  187.92/s  (1.118s,  114.47/s)  LR: 2.479e-04  Data: 0.018 (0.449)
Train: 18 [2850/10009 ( 28%)]  Loss:  4.290685 (4.0751)  Time: 4.618s,   27.72/s  (1.120s,  114.25/s)  LR: 2.479e-04  Data: 3.958 (0.451)
Train: 18 [2900/10009 ( 29%)]  Loss:  3.699081 (4.0750)  Time: 0.748s,  171.14/s  (1.132s,  113.12/s)  LR: 2.479e-04  Data: 0.019 (0.462)
Train: 18 [2950/10009 ( 29%)]  Loss:  3.949382 (4.0758)  Time: 0.663s,  193.00/s  (1.146s,  111.70/s)  LR: 2.479e-04  Data: 0.016 (0.476)
Train: 18 [3000/10009 ( 30%)]  Loss:  4.280985 (4.0757)  Time: 0.661s,  193.55/s  (1.158s,  110.52/s)  LR: 2.479e-04  Data: 0.014 (0.488)
Train: 18 [3050/10009 ( 30%)]  Loss:  3.724467 (4.0731)  Time: 10.240s,   12.50/s  (1.172s,  109.23/s)  LR: 2.479e-04  Data: 9.575 (0.502)
Train: 18 [3100/10009 ( 31%)]  Loss:  4.665845 (4.0727)  Time: 0.699s,  183.20/s  (1.184s,  108.14/s)  LR: 2.479e-04  Data: 0.018 (0.514)
Train: 18 [3150/10009 ( 31%)]  Loss:  3.882902 (4.0738)  Time: 0.699s,  183.21/s  (1.199s,  106.79/s)  LR: 2.479e-04  Data: 0.018 (0.529)
Train: 18 [3200/10009 ( 32%)]  Loss:  3.767487 (4.0734)  Time: 0.673s,  190.06/s  (1.210s,  105.75/s)  LR: 2.479e-04  Data: 0.019 (0.541)
Train: 18 [3250/10009 ( 32%)]  Loss:  3.299021 (4.0710)  Time: 11.501s,   11.13/s  (1.224s,  104.60/s)  LR: 2.479e-04  Data: 10.839 (0.554)
Train: 18 [3300/10009 ( 33%)]  Loss:  5.002056 (4.0702)  Time: 0.681s,  188.09/s  (1.236s,  103.54/s)  LR: 2.479e-04  Data: 0.018 (0.566)
Train: 18 [3350/10009 ( 33%)]  Loss:  2.740099 (4.0681)  Time: 0.679s,  188.46/s  (1.245s,  102.79/s)  LR: 2.479e-04  Data: 0.018 (0.575)
Train: 18 [3400/10009 ( 34%)]  Loss:  3.411376 (4.0692)  Time: 0.683s,  187.49/s  (1.254s,  102.06/s)  LR: 2.479e-04  Data: 0.017 (0.584)
Train: 18 [3450/10009 ( 34%)]  Loss:  4.226893 (4.0673)  Time: 12.465s,   10.27/s  (1.268s,  100.92/s)  LR: 2.479e-04  Data: 11.803 (0.598)
Train: 18 [3500/10009 ( 35%)]  Loss:  2.802907 (4.0653)  Time: 0.675s,  189.75/s  (1.279s,  100.06/s)  LR: 2.479e-04  Data: 0.019 (0.609)
Train: 18 [3550/10009 ( 35%)]  Loss:  4.253156 (4.0627)  Time: 0.671s,  190.63/s  (1.289s,   99.32/s)  LR: 2.479e-04  Data: 0.017 (0.619)
Train: 18 [3600/10009 ( 36%)]  Loss:  4.836927 (4.0641)  Time: 0.680s,  188.24/s  (1.298s,   98.60/s)  LR: 2.479e-04  Data: 0.018 (0.628)
Train: 18 [3650/10009 ( 36%)]  Loss:  4.806080 (4.0622)  Time: 11.654s,   10.98/s  (1.312s,   97.56/s)  LR: 2.479e-04  Data: 10.994 (0.642)
Train: 18 [3700/10009 ( 37%)]  Loss:  2.820745 (4.0649)  Time: 0.670s,  190.96/s  (1.318s,   97.09/s)  LR: 2.479e-04  Data: 0.017 (0.648)
Train: 18 [3750/10009 ( 37%)]  Loss:  3.344006 (4.0653)  Time: 0.673s,  190.10/s  (1.328s,   96.39/s)  LR: 2.479e-04  Data: 0.018 (0.658)
Train: 18 [3800/10009 ( 38%)]  Loss:  4.290753 (4.0671)  Time: 0.659s,  194.26/s  (1.337s,   95.72/s)  LR: 2.479e-04  Data: 0.018 (0.668)
Train: 18 [3850/10009 ( 38%)]  Loss:  4.389611 (4.0663)  Time: 11.993s,   10.67/s  (1.350s,   94.81/s)  LR: 2.479e-04  Data: 11.341 (0.681)
Train: 18 [3900/10009 ( 39%)]  Loss:  3.049728 (4.0653)  Time: 0.675s,  189.70/s  (1.360s,   94.12/s)  LR: 2.479e-04  Data: 0.017 (0.691)
Train: 18 [3950/10009 ( 39%)]  Loss:  4.064936 (4.0635)  Time: 0.675s,  189.68/s  (1.369s,   93.47/s)  LR: 2.479e-04  Data: 0.019 (0.700)
Train: 18 [4000/10009 ( 40%)]  Loss:  3.783926 (4.0632)  Time: 0.673s,  190.30/s  (1.378s,   92.87/s)  LR: 2.479e-04  Data: 0.019 (0.709)
Train: 18 [4050/10009 ( 40%)]  Loss:  4.884235 (4.0643)  Time: 6.644s,   19.27/s  (1.389s,   92.15/s)  LR: 2.479e-04  Data: 5.986 (0.720)
Train: 18 [4100/10009 ( 41%)]  Loss:  3.138204 (4.0635)  Time: 0.681s,  187.82/s  (1.400s,   91.43/s)  LR: 2.479e-04  Data: 0.021 (0.731)
Train: 18 [4150/10009 ( 41%)]  Loss:  3.357726 (4.0639)  Time: 0.676s,  189.45/s  (1.409s,   90.83/s)  LR: 2.479e-04  Data: 0.019 (0.741)
Train: 18 [4200/10009 ( 42%)]  Loss:  5.221337 (4.0639)  Time: 0.676s,  189.39/s  (1.418s,   90.30/s)  LR: 2.479e-04  Data: 0.021 (0.749)
Train: 18 [4250/10009 ( 42%)]  Loss:  4.295424 (4.0628)  Time: 12.678s,   10.10/s  (1.429s,   89.60/s)  LR: 2.479e-04  Data: 12.025 (0.760)
Train: 18 [4300/10009 ( 43%)]  Loss:  3.761373 (4.0617)  Time: 0.672s,  190.39/s  (1.437s,   89.07/s)  LR: 2.479e-04  Data: 0.016 (0.769)
Train: 18 [4350/10009 ( 43%)]  Loss:  3.773310 (4.0623)  Time: 0.676s,  189.23/s  (1.445s,   88.56/s)  LR: 2.479e-04  Data: 0.019 (0.777)
Train: 18 [4400/10009 ( 44%)]  Loss:  2.912912 (4.0610)  Time: 0.675s,  189.71/s  (1.452s,   88.17/s)  LR: 2.479e-04  Data: 0.018 (0.784)
Train: 18 [4450/10009 ( 44%)]  Loss:  4.492446 (4.0615)  Time: 12.298s,   10.41/s  (1.459s,   87.71/s)  LR: 2.479e-04  Data: 11.639 (0.791)
Train: 18 [4500/10009 ( 45%)]  Loss:  3.603645 (4.0613)  Time: 0.652s,  196.38/s  (1.466s,   87.30/s)  LR: 2.479e-04  Data: 0.013 (0.798)
Train: 18 [4550/10009 ( 45%)]  Loss:  4.047594 (4.0610)  Time: 0.674s,  189.86/s  (1.474s,   86.84/s)  LR: 2.479e-04  Data: 0.017 (0.806)
Train: 18 [4600/10009 ( 46%)]  Loss:  4.603546 (4.0615)  Time: 0.673s,  190.13/s  (1.481s,   86.43/s)  LR: 2.479e-04  Data: 0.018 (0.813)
Train: 18 [4650/10009 ( 46%)]  Loss:  3.823853 (4.0611)  Time: 12.568s,   10.18/s  (1.490s,   85.93/s)  LR: 2.479e-04  Data: 11.908 (0.822)
Train: 18 [4700/10009 ( 47%)]  Loss:  4.915289 (4.0615)  Time: 0.893s,  143.29/s  (1.496s,   85.56/s)  LR: 2.479e-04  Data: 0.016 (0.829)
Train: 18 [4750/10009 ( 47%)]  Loss:  4.458453 (4.0621)  Time: 0.662s,  193.47/s  (1.501s,   85.26/s)  LR: 2.479e-04  Data: 0.015 (0.834)
Train: 18 [4800/10009 ( 48%)]  Loss:  4.646400 (4.0631)  Time: 0.676s,  189.44/s  (1.506s,   84.98/s)  LR: 2.479e-04  Data: 0.018 (0.839)
Train: 18 [4850/10009 ( 48%)]  Loss:  3.987671 (4.0630)  Time: 12.601s,   10.16/s  (1.515s,   84.47/s)  LR: 2.479e-04  Data: 11.946 (0.848)
Train: 18 [4900/10009 ( 49%)]  Loss:  3.653646 (4.0622)  Time: 0.673s,  190.25/s  (1.521s,   84.13/s)  LR: 2.479e-04  Data: 0.017 (0.854)
Train: 18 [4950/10009 ( 49%)]  Loss:  3.024865 (4.0611)  Time: 0.655s,  195.29/s  (1.526s,   83.87/s)  LR: 2.479e-04  Data: 0.015 (0.859)
Train: 18 [5000/10009 ( 50%)]  Loss:  3.523982 (4.0616)  Time: 0.677s,  189.11/s  (1.531s,   83.62/s)  LR: 2.479e-04  Data: 0.019 (0.864)
Train: 18 [5050/10009 ( 50%)]  Loss:  3.364886 (4.0606)  Time: 11.124s,   11.51/s  (1.536s,   83.31/s)  LR: 2.479e-04  Data: 10.465 (0.870)
Train: 18 [5100/10009 ( 51%)]  Loss:  3.767056 (4.0589)  Time: 0.679s,  188.62/s  (1.541s,   83.04/s)  LR: 2.479e-04  Data: 0.017 (0.875)
Train: 18 [5150/10009 ( 51%)]  Loss:  3.767817 (4.0600)  Time: 0.676s,  189.41/s  (1.546s,   82.79/s)  LR: 2.479e-04  Data: 0.017 (0.879)
Train: 18 [5200/10009 ( 52%)]  Loss:  4.222788 (4.0605)  Time: 0.677s,  189.07/s  (1.551s,   82.51/s)  LR: 2.479e-04  Data: 0.019 (0.885)
Train: 18 [5250/10009 ( 52%)]  Loss:  3.308040 (4.0608)  Time: 12.533s,   10.21/s  (1.558s,   82.14/s)  LR: 2.479e-04  Data: 11.879 (0.892)
Train: 18 [5300/10009 ( 53%)]  Loss:  3.921947 (4.0605)  Time: 0.672s,  190.37/s  (1.562s,   81.96/s)  LR: 2.479e-04  Data: 0.017 (0.895)
Train: 18 [5350/10009 ( 53%)]  Loss:  4.340960 (4.0596)  Time: 0.675s,  189.70/s  (1.566s,   81.75/s)  LR: 2.479e-04  Data: 0.017 (0.899)
Train: 18 [5400/10009 ( 54%)]  Loss:  4.613275 (4.0587)  Time: 0.651s,  196.57/s  (1.571s,   81.49/s)  LR: 2.479e-04  Data: 0.017 (0.904)
Train: 18 [5450/10009 ( 54%)]  Loss:  4.212620 (4.0587)  Time: 14.034s,    9.12/s  (1.578s,   81.09/s)  LR: 2.479e-04  Data: 13.378 (0.912)
Train: 18 [5500/10009 ( 55%)]  Loss:  4.064079 (4.0588)  Time: 0.671s,  190.83/s  (1.583s,   80.87/s)  LR: 2.479e-04  Data: 0.017 (0.917)
Train: 18 [5550/10009 ( 55%)]  Loss:  4.073566 (4.0593)  Time: 0.674s,  189.83/s  (1.587s,   80.65/s)  LR: 2.479e-04  Data: 0.017 (0.921)
Train: 18 [5600/10009 ( 56%)]  Loss:  4.865661 (4.0592)  Time: 0.653s,  196.14/s  (1.592s,   80.42/s)  LR: 2.479e-04  Data: 0.014 (0.926)
Train: 18 [5650/10009 ( 56%)]  Loss:  3.508720 (4.0577)  Time: 12.188s,   10.50/s  (1.598s,   80.10/s)  LR: 2.479e-04  Data: 11.532 (0.932)
Train: 18 [5700/10009 ( 57%)]  Loss:  4.098089 (4.0572)  Time: 0.657s,  194.78/s  (1.602s,   79.88/s)  LR: 2.479e-04  Data: 0.017 (0.936)
Train: 18 [5750/10009 ( 57%)]  Loss:  3.350818 (4.0568)  Time: 0.675s,  189.68/s  (1.606s,   79.71/s)  LR: 2.479e-04  Data: 0.017 (0.940)
Train: 18 [5800/10009 ( 58%)]  Loss:  4.011426 (4.0559)  Time: 0.672s,  190.48/s  (1.610s,   79.51/s)  LR: 2.479e-04  Data: 0.016 (0.944)
Train: 18 [5850/10009 ( 58%)]  Loss:  5.067732 (4.0549)  Time: 12.411s,   10.31/s  (1.616s,   79.22/s)  LR: 2.479e-04  Data: 11.754 (0.950)
Train: 18 [5900/10009 ( 59%)]  Loss:  4.368979 (4.0545)  Time: 0.675s,  189.50/s  (1.620s,   79.01/s)  LR: 2.479e-04  Data: 0.017 (0.955)
Train: 18 [5950/10009 ( 59%)]  Loss:  5.169122 (4.0546)  Time: 0.677s,  189.08/s  (1.625s,   78.78/s)  LR: 2.479e-04  Data: 0.017 (0.959)
Train: 18 [6000/10009 ( 60%)]  Loss:  4.389914 (4.0544)  Time: 0.674s,  189.85/s  (1.628s,   78.60/s)  LR: 2.479e-04  Data: 0.017 (0.963)
Train: 18 [6050/10009 ( 60%)]  Loss:  3.666827 (4.0551)  Time: 10.857s,   11.79/s  (1.634s,   78.34/s)  LR: 2.479e-04  Data: 10.204 (0.969)
Train: 18 [6100/10009 ( 61%)]  Loss:  3.640446 (4.0544)  Time: 0.681s,  187.97/s  (1.632s,   78.45/s)  LR: 2.479e-04  Data: 0.017 (0.966)
Train: 18 [6150/10009 ( 61%)]  Loss:  3.606686 (4.0535)  Time: 0.680s,  188.19/s  (1.628s,   78.61/s)  LR: 2.479e-04  Data: 0.017 (0.963)
Train: 18 [6200/10009 ( 62%)]  Loss:  3.559399 (4.0526)  Time: 0.675s,  189.62/s  (1.632s,   78.42/s)  LR: 2.479e-04  Data: 0.016 (0.967)
Train: 18 [6250/10009 ( 62%)]  Loss:  4.101354 (4.0539)  Time: 6.647s,   19.26/s  (1.636s,   78.24/s)  LR: 2.479e-04  Data: 5.992 (0.971)
Train: 18 [6300/10009 ( 63%)]  Loss:  4.760750 (4.0538)  Time: 0.671s,  190.76/s  (1.638s,   78.14/s)  LR: 2.479e-04  Data: 0.017 (0.973)
Train: 18 [6350/10009 ( 63%)]  Loss:  4.241092 (4.0540)  Time: 0.676s,  189.48/s  (1.639s,   78.08/s)  LR: 2.479e-04  Data: 0.017 (0.974)
Train: 18 [6400/10009 ( 64%)]  Loss:  4.265985 (4.0528)  Time: 0.676s,  189.38/s  (1.642s,   77.95/s)  LR: 2.479e-04  Data: 0.017 (0.977)
Train: 18 [6450/10009 ( 64%)]  Loss:  4.666521 (4.0520)  Time: 6.881s,   18.60/s  (1.646s,   77.77/s)  LR: 2.479e-04  Data: 6.226 (0.981)
Train: 18 [6500/10009 ( 65%)]  Loss:  4.776260 (4.0520)  Time: 0.674s,  190.03/s  (1.648s,   77.68/s)  LR: 2.479e-04  Data: 0.016 (0.983)
Train: 18 [6550/10009 ( 65%)]  Loss:  4.013913 (4.0518)  Time: 0.685s,  186.86/s  (1.650s,   77.56/s)  LR: 2.479e-04  Data: 0.016 (0.985)
Train: 18 [6600/10009 ( 66%)]  Loss:  3.860955 (4.0529)  Time: 0.679s,  188.55/s  (1.654s,   77.38/s)  LR: 2.479e-04  Data: 0.018 (0.989)
Train: 18 [6650/10009 ( 66%)]  Loss:  4.421725 (4.0522)  Time: 5.248s,   24.39/s  (1.657s,   77.26/s)  LR: 2.479e-04  Data: 4.592 (0.992)
Train: 18 [6700/10009 ( 67%)]  Loss:  4.557210 (4.0520)  Time: 0.673s,  190.12/s  (1.659s,   77.18/s)  LR: 2.479e-04  Data: 0.016 (0.994)
Train: 18 [6750/10009 ( 67%)]  Loss:  4.679001 (4.0517)  Time: 0.677s,  189.11/s  (1.660s,   77.09/s)  LR: 2.479e-04  Data: 0.017 (0.996)
Train: 18 [6800/10009 ( 68%)]  Loss:  4.801501 (4.0517)  Time: 0.673s,  190.21/s  (1.663s,   76.97/s)  LR: 2.479e-04  Data: 0.017 (0.998)
Train: 18 [6850/10009 ( 68%)]  Loss:  3.052733 (4.0523)  Time: 3.451s,   37.09/s  (1.667s,   76.78/s)  LR: 2.479e-04  Data: 2.798 (1.002)
Train: 18 [6900/10009 ( 69%)]  Loss:  3.629783 (4.0528)  Time: 0.674s,  189.88/s  (1.670s,   76.63/s)  LR: 2.479e-04  Data: 0.017 (1.006)
Train: 18 [6950/10009 ( 69%)]  Loss:  3.593856 (4.0523)  Time: 0.678s,  188.89/s  (1.672s,   76.57/s)  LR: 2.479e-04  Data: 0.017 (1.007)
Train: 18 [7000/10009 ( 70%)]  Loss:  4.372623 (4.0517)  Time: 0.678s,  188.83/s  (1.673s,   76.49/s)  LR: 2.479e-04  Data: 0.017 (1.009)
Train: 18 [7050/10009 ( 70%)]  Loss:  2.742501 (4.0511)  Time: 3.980s,   32.16/s  (1.676s,   76.39/s)  LR: 2.479e-04  Data: 3.323 (1.011)
Train: 18 [7100/10009 ( 71%)]  Loss:  4.284554 (4.0510)  Time: 0.672s,  190.44/s  (1.678s,   76.28/s)  LR: 2.479e-04  Data: 0.017 (1.013)
Train: 18 [7150/10009 ( 71%)]  Loss:  4.424029 (4.0508)  Time: 0.655s,  195.39/s  (1.680s,   76.18/s)  LR: 2.479e-04  Data: 0.015 (1.016)
Train: 18 [7200/10009 ( 72%)]  Loss:  4.302753 (4.0517)  Time: 0.676s,  189.39/s  (1.683s,   76.05/s)  LR: 2.479e-04  Data: 0.017 (1.019)
Train: 18 [7250/10009 ( 72%)]  Loss:  3.894590 (4.0511)  Time: 0.679s,  188.39/s  (1.685s,   75.96/s)  LR: 2.479e-04  Data: 0.019 (1.021)
Train: 18 [7300/10009 ( 73%)]  Loss:  4.145385 (4.0520)  Time: 0.674s,  189.78/s  (1.688s,   75.85/s)  LR: 2.479e-04  Data: 0.017 (1.023)
Train: 18 [7350/10009 ( 73%)]  Loss:  3.527485 (4.0520)  Time: 0.688s,  186.06/s  (1.690s,   75.74/s)  LR: 2.479e-04  Data: 0.027 (1.026)
Train: 18 [7400/10009 ( 74%)]  Loss:  3.307387 (4.0518)  Time: 0.671s,  190.75/s  (1.694s,   75.55/s)  LR: 2.479e-04  Data: 0.017 (1.030)
Train: 18 [7450/10009 ( 74%)]  Loss:  4.380327 (4.0505)  Time: 0.679s,  188.63/s  (1.697s,   75.45/s)  LR: 2.479e-04  Data: 0.017 (1.032)
Train: 18 [7500/10009 ( 75%)]  Loss:  3.304384 (4.0503)  Time: 0.677s,  189.04/s  (1.699s,   75.34/s)  LR: 2.479e-04  Data: 0.017 (1.035)
Train: 18 [7550/10009 ( 75%)]  Loss:  4.290092 (4.0492)  Time: 0.679s,  188.51/s  (1.701s,   75.26/s)  LR: 2.479e-04  Data: 0.016 (1.037)
Train: 18 [7600/10009 ( 76%)]  Loss:  4.517125 (4.0493)  Time: 0.673s,  190.15/s  (1.704s,   75.11/s)  LR: 2.479e-04  Data: 0.017 (1.040)
Train: 18 [7650/10009 ( 76%)]  Loss:  4.552481 (4.0498)  Time: 0.676s,  189.23/s  (1.706s,   75.02/s)  LR: 2.479e-04  Data: 0.019 (1.042)
Train: 18 [7700/10009 ( 77%)]  Loss:  3.421279 (4.0495)  Time: 0.678s,  188.75/s  (1.708s,   74.93/s)  LR: 2.479e-04  Data: 0.017 (1.044)
Train: 18 [7750/10009 ( 77%)]  Loss:  4.063186 (4.0500)  Time: 0.675s,  189.67/s  (1.710s,   74.84/s)  LR: 2.479e-04  Data: 0.017 (1.046)
Train: 18 [7800/10009 ( 78%)]  Loss:  3.258264 (4.0496)  Time: 0.675s,  189.68/s  (1.713s,   74.70/s)  LR: 2.479e-04  Data: 0.017 (1.049)
Train: 18 [7850/10009 ( 78%)]  Loss:  3.090497 (4.0497)  Time: 1.012s,  126.43/s  (1.716s,   74.58/s)  LR: 2.479e-04  Data: 0.353 (1.052)
Train: 18 [7900/10009 ( 79%)]  Loss:  4.144277 (4.0501)  Time: 0.892s,  143.49/s  (1.718s,   74.52/s)  LR: 2.479e-04  Data: 0.017 (1.054)
Train: 18 [7950/10009 ( 79%)]  Loss:  4.363994 (4.0501)  Time: 0.655s,  195.42/s  (1.719s,   74.45/s)  LR: 2.479e-04  Data: 0.015 (1.055)
Train: 18 [8000/10009 ( 80%)]  Loss:  3.877832 (4.0505)  Time: 0.671s,  190.69/s  (1.722s,   74.33/s)  LR: 2.479e-04  Data: 0.016 (1.058)
Train: 18 [8050/10009 ( 80%)]  Loss:  4.495132 (4.0496)  Time: 4.574s,   27.99/s  (1.724s,   74.24/s)  LR: 2.479e-04  Data: 3.916 (1.060)
Train: 18 [8100/10009 ( 81%)]  Loss:  4.378624 (4.0486)  Time: 0.677s,  188.95/s  (1.726s,   74.18/s)  LR: 2.479e-04  Data: 0.017 (1.062)
Train: 18 [8150/10009 ( 81%)]  Loss:  4.402726 (4.0483)  Time: 0.675s,  189.51/s  (1.727s,   74.11/s)  LR: 2.479e-04  Data: 0.017 (1.063)
Train: 18 [8200/10009 ( 82%)]  Loss:  3.903778 (4.0487)  Time: 0.675s,  189.53/s  (1.730s,   74.00/s)  LR: 2.479e-04  Data: 0.017 (1.066)
Train: 18 [8250/10009 ( 82%)]  Loss:  4.092041 (4.0492)  Time: 2.387s,   53.63/s  (1.732s,   73.91/s)  LR: 2.479e-04  Data: 1.717 (1.068)
Train: 18 [8300/10009 ( 83%)]  Loss:  4.454620 (4.0497)  Time: 0.673s,  190.24/s  (1.734s,   73.83/s)  LR: 2.479e-04  Data: 0.016 (1.070)
Train: 18 [8350/10009 ( 83%)]  Loss:  3.894115 (4.0500)  Time: 0.674s,  189.98/s  (1.736s,   73.75/s)  LR: 2.479e-04  Data: 0.017 (1.072)
Train: 18 [8400/10009 ( 84%)]  Loss:  4.832738 (4.0501)  Time: 0.675s,  189.60/s  (1.737s,   73.70/s)  LR: 2.479e-04  Data: 0.017 (1.073)
Train: 18 [8450/10009 ( 84%)]  Loss:  4.956635 (4.0497)  Time: 6.857s,   18.67/s  (1.739s,   73.59/s)  LR: 2.479e-04  Data: 6.201 (1.076)
Train: 18 [8500/10009 ( 85%)]  Loss:  4.348269 (4.0491)  Time: 0.676s,  189.24/s  (1.741s,   73.54/s)  LR: 2.479e-04  Data: 0.017 (1.077)
Train: 18 [8550/10009 ( 85%)]  Loss:  4.498248 (4.0482)  Time: 0.677s,  188.97/s  (1.742s,   73.50/s)  LR: 2.479e-04  Data: 0.017 (1.078)
Train: 18 [8600/10009 ( 86%)]  Loss:  2.977398 (4.0481)  Time: 0.672s,  190.46/s  (1.742s,   73.47/s)  LR: 2.479e-04  Data: 0.017 (1.079)
Train: 18 [8650/10009 ( 86%)]  Loss:  4.478193 (4.0486)  Time: 1.916s,   66.82/s  (1.740s,   73.56/s)  LR: 2.479e-04  Data: 1.257 (1.076)
Train: 18 [8700/10009 ( 87%)]  Loss:  3.007013 (4.0492)  Time: 0.674s,  189.99/s  (1.740s,   73.54/s)  LR: 2.479e-04  Data: 0.016 (1.077)
Train: 18 [8750/10009 ( 87%)]  Loss:  4.507910 (4.0502)  Time: 0.679s,  188.61/s  (1.742s,   73.48/s)  LR: 2.479e-04  Data: 0.018 (1.078)
Train: 18 [8800/10009 ( 88%)]  Loss:  4.264432 (4.0501)  Time: 0.673s,  190.32/s  (1.744s,   73.40/s)  LR: 2.479e-04  Data: 0.018 (1.080)
Train: 18 [8850/10009 ( 88%)]  Loss:  4.513453 (4.0490)  Time: 6.473s,   19.77/s  (1.746s,   73.31/s)  LR: 2.479e-04  Data: 5.816 (1.083)
Train: 18 [8900/10009 ( 89%)]  Loss:  4.351629 (4.0500)  Time: 0.678s,  188.78/s  (1.747s,   73.28/s)  LR: 2.479e-04  Data: 0.017 (1.083)
Train: 18 [8950/10009 ( 89%)]  Loss:  4.551986 (4.0507)  Time: 0.660s,  193.80/s  (1.748s,   73.23/s)  LR: 2.479e-04  Data: 0.017 (1.084)
Train: 18 [9000/10009 ( 90%)]  Loss:  3.359912 (4.0506)  Time: 0.676s,  189.29/s  (1.750s,   73.15/s)  LR: 2.479e-04  Data: 0.017 (1.086)
Train: 18 [9050/10009 ( 90%)]  Loss:  4.130692 (4.0500)  Time: 5.557s,   23.03/s  (1.751s,   73.08/s)  LR: 2.479e-04  Data: 4.900 (1.088)
Train: 18 [9100/10009 ( 91%)]  Loss:  4.509468 (4.0499)  Time: 0.676s,  189.36/s  (1.753s,   73.01/s)  LR: 2.479e-04  Data: 0.017 (1.090)
Train: 18 [9150/10009 ( 91%)]  Loss:  3.980078 (4.0505)  Time: 0.660s,  194.04/s  (1.754s,   72.98/s)  LR: 2.479e-04  Data: 0.014 (1.091)
Train: 18 [9200/10009 ( 92%)]  Loss:  3.422546 (4.0502)  Time: 0.661s,  193.51/s  (1.755s,   72.95/s)  LR: 2.479e-04  Data: 0.016 (1.091)
Train: 18 [9250/10009 ( 92%)]  Loss:  4.751448 (4.0506)  Time: 9.277s,   13.80/s  (1.757s,   72.85/s)  LR: 2.479e-04  Data: 8.618 (1.094)
Train: 18 [9300/10009 ( 93%)]  Loss:  4.500731 (4.0500)  Time: 0.674s,  189.86/s  (1.759s,   72.78/s)  LR: 2.479e-04  Data: 0.016 (1.095)
Train: 18 [9350/10009 ( 93%)]  Loss:  4.377932 (4.0494)  Time: 0.677s,  188.97/s  (1.760s,   72.75/s)  LR: 2.479e-04  Data: 0.017 (1.096)
